run_accession	experiment_accession	sample_accession	sample_alias	library_name	library_strategy	instrument_model	instrument_platform	read_count	base_count	experiment_title	sample_title
SRR24975661	SRX20733032	SAMN35813474	GSM7500521	GSM7500521	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	28714983	2613063453	Illumina NovaSeq 6000 sequencing: GSM7500521: hbca_c167,P126,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c167,P126,replicate_1,contra,3hr_digestion
SRR24975663	SRX20733031	SAMN35813472	GSM7500523	GSM7500523	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	28251452	2570882132	Illumina NovaSeq 6000 sequencing: GSM7500523: hbca_c160,P119,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c160,P119,replicate_1,contra,3hr_digestion
SRR24975669	SRX20733030	SAMN35813473	GSM7500522	GSM7500522	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	54660910	4974142810	Illumina NovaSeq 6000 sequencing: GSM7500522: hbca_c157,P116,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c157,P116,replicate_1,contra,3hr_digestion
SRR24975672	SRX20733030	SAMN35813473	GSM7500522	GSM7500522	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	30722460	2795743860	Illumina NovaSeq 6000 sequencing: GSM7500522: hbca_c157,P116,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c157,P116,replicate_1,contra,3hr_digestion
SRR24975673	SRX20733030	SAMN35813473	GSM7500522	GSM7500522	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	33873093	3082451463	Illumina NovaSeq 6000 sequencing: GSM7500522: hbca_c157,P116,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c157,P116,replicate_1,contra,3hr_digestion
SRR24975679	SRX20733029	SAMN35813476	GSM7500519	GSM7500519	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	145514585	11333700511	Illumina NovaSeq 6000 sequencing: GSM7500519: hbca_c161,P120,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c161,P120,replicate_1,contra,3hr_digestion
SRR24975683	SRX20733028	SAMN35813478	GSM7500517	GSM7500517	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	103714797	9438046527	Illumina NovaSeq 6000 sequencing: GSM7500517: hbca_c159,P118,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c159,P118,replicate_1,contra,3hr_digestion
SRR24975685	SRX20733032	SAMN35813474	GSM7500521	GSM7500521	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	77137229	7019487839	Illumina NovaSeq 6000 sequencing: GSM7500521: hbca_c167,P126,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c167,P126,replicate_1,contra,3hr_digestion
SRR24975689	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	77848265	7084192115	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975691	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	56187596	5113071236	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975694	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	16484197	1500061927	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975696	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	24710616	2248666056	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975699	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	15241778	1387001798	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975701	SRX20733029	SAMN35813476	GSM7500519	GSM7500519	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	27103516	2466419956	Illumina NovaSeq 6000 sequencing: GSM7500519: hbca_c161,P120,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c161,P120,replicate_1,contra,3hr_digestion
SRR24975703	SRX20733029	SAMN35813476	GSM7500519	GSM7500519	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	12263434	1115972494	Illumina NovaSeq 6000 sequencing: GSM7500519: hbca_c161,P120,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c161,P120,replicate_1,contra,3hr_digestion
SRR24975704	SRX20733032	SAMN35813474	GSM7500521	GSM7500521	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	32174772	2927904252	Illumina NovaSeq 6000 sequencing: GSM7500521: hbca_c167,P126,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c167,P126,replicate_1,contra,3hr_digestion
SRR24975710	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	92021062	8373916642	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975714	SRX20733025	SAMN35813480	GSM7500515	GSM7500515	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	106967785	9734068435	Illumina NovaSeq 6000 sequencing: GSM7500515: hbca_c158,P117,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c158,P117,replicate_1,contra,3hr_digestion
SRR24975716	SRX20733025	SAMN35813480	GSM7500515	GSM7500515	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	109853327	9996652757	Illumina NovaSeq 6000 sequencing: GSM7500515: hbca_c158,P117,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c158,P117,replicate_1,contra,3hr_digestion
SRR24975717	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	21038724	1914523884	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975720	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	19788963	1800795633	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975724	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	20863139	1898545649	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975725	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	20927795	1904429345	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975727	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	28940570	2633591870	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975730	SRX20733023	SAMN35813482	GSM7500513	GSM7500513	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	114885412	10454572492	Illumina NovaSeq 6000 sequencing: GSM7500513: hbca_c154,P113,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c154,P113,replicate_1,contra,3hr_digestion
SRR24975731	SRX20733023	SAMN35813482	GSM7500513	GSM7500513	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	107864541	9815673231	Illumina NovaSeq 6000 sequencing: GSM7500513: hbca_c154,P113,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c154,P113,replicate_1,contra,3hr_digestion
SRR24975735	SRX20733022	SAMN35813483	GSM7500512	GSM7500512	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	215933236	19649924476	Illumina NovaSeq 6000 sequencing: GSM7500512: hbca_c165,P124,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c165,P124,replicate_1,contra,3hr_digestion
SRR24975736	SRX20733022	SAMN35813483	GSM7500512	GSM7500512	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	162648549	14801017959	Illumina NovaSeq 6000 sequencing: GSM7500512: hbca_c165,P124,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c165,P124,replicate_1,contra,3hr_digestion
SRR24975738	SRX20733021	SAMN35813484	GSM7500511	GSM7500511	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	83753582	8207851036	Illumina HiSeq 4000 sequencing: GSM7500511: hbca_c19,P15,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c19,P15,replicate_1,both,overnight_digestion
SRR24975743	SRX20733020	SAMN35813489	GSM7500506	GSM7500506	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	99371533	9738410234	Illumina HiSeq 4000 sequencing: GSM7500506: hbca_c14,P12,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c14,P12,replicate_1,both,overnight_digestion
SRR24975747	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	34362861	3367560378	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975748	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	23513096	2304283408	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975752	SRX20733019	SAMN35813485	GSM7500510	GSM7500510	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	99888718	9789094364	Illumina HiSeq 4000 sequencing: GSM7500510: hbca_c24,P19,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c24,P19,replicate_1,both,overnight_digestion
SRR24975757	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	13910516	1363230568	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
SRR24975759	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	30928728	3031015344	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
